Name,IATA,ICAO,Callsign,Country,Active
Transpais Aereo,,TPM,TRANSPAIS,Mexico,N
Transportacion Aerea del Norte,,TPN,AEREA DELNORTE,Mexico,N
Transpac Express,,TPP,TRANS EXPRESS,Australia,N
Taxis Aereos De Parral,,TPR,TAXIS PARRAL,Mexico,N
TAPSA Transportes Aereos Petroleros,,TPS,TAPSA,Argentina,N
Transportes Aereo del Sureste,,TPT,TASSA,Mexico,N
Trans American Airlines (Trans Am),,TPU,TRANS PERU,Peru,N
Thai Pacific Airlines Business,,TPV,THAI PACIFIC,Thailand,N
Transportes Aereos De Xalapa,,TPX,TRANSXALAPA,Mexico,N
Trans-Provincial Airlines,,TPY,TRANS PROVINCIAL,Canada,N
Transportes La Paz,,TPZ,TRANSPAZ,Mexico,N
Taquan Air Services,,TQN,TAQUAN,United States,N
Transportacion Aerea De Queretaro,,TQR,TRANSQUERETARO,Mexico,N
TransAsia Airways,GE,TNA,TransAsia,Taiwan,Y
Transavia Holland,HV,TRA,TRANSAVIA,Netherlands,Y
Trans Air Charter,,TRC,TRACKER,United States,N
TACV,VR,TCV,CABOVERDE,Portugal,Y
Trans Island Air,,TRD,TRANS ISLAND,Barbados,N
Taxi Air Fret,,TRF,TAXI JET,France,N
TRAGSA (Medios Aereos),,TRG,,Spain,N
Trans Euro Air,,TRJ,HIGH TIDE,United Kingdom,N
Transport Aerien de Mauritanie,,TRM,SOTRANS,Mauritania,N
Tropic Airlines-Air Molokai,,TRO,MOLOKAI,United States,N
Turdus Airways,,TRQ,HUNTER,Netherland,N
Tramson Limited,,TRR,TRAMSON,Sudan,N
Trans Arabian Air Transport,,TRT,TRANS ARABIAN,Sudan,N
Triangle Airline (Uganda),,TRU,TRI AIR,Uganda,N
Transwestern Airlines of Utah,,TRW,TRANS-WEST,United States,N
Tristar Airlines,,TRY,TRISTAR AIR,United States,N
TransMeridian Airlines,T9,TRZ,TRANS-MERIDIAN,United States,N
Transair France,,TSA,AIRTRAF,France,N
TAF-Linhas Aereas,,TSD,TAFI,Brazil,N
Transmile Air Services,TH,TSE,TRANSMILE,Malaysia,N
Trans-Air-Congo,,TSG,TRANS-CONGO,Republic of the Congo,N
Transport'air,,TSI,TRANSPORTAIR,France,N
Trast Aero,S5,TSJ,TRAST AERO,Kyrgyzstan,N
Trast Aero,,TSK,TOMSK-AVIA,Kyrgyzstan,N
Thai Aviation Services,,TSL,THAI AVIATION,Thailand,N
Taftan Airlines,,SBT,TAFTAN,Iran,N
Transwest Air,9T,ABS,ATHABASKA,Canada,Y
Trans Sayegh Airport Services,,TSM,,Lebanon,N
Trans-Air Services,,TSN,AIR TRANS,Nigeria,N
Transaero Airlines,UN,TSO,TRANSOVIET,Russia,Y
Transportes Aereos Inter,,TSP,TRANSPO-INTER,Guatemala,N
Trans Service Airlift,,TSR,TRANS SERVICE,Democratic Republic of Congo,N
Tri-State Aero,,TSS,TRI-STATE,United States,N
TRAST,,TST,TRAST,Kazakhstan,N
Tropair Airservices,,TSV,TROPIC,United Kingdom,N
Transwings,,TSW,SWISSTRANS,Switzerland,N
Thai Star Airlines,T9,TSX,THAI STAR,Thailand,N
Tristar Air,,TSY,TRIPLE STAR,Egypt,N
TTA - Sociedade de Transporte e Trabalho Aereo,,TTA,KANIMANBO,Mozambique,N
Transteco,,TTC,TRANSTECO,Angola,N
Tarhan Tower Airlines,,TTH,,Turkey,N
Total Linhas Aereas,,TTL,TOTAL,Brazil,N
Triple O Aviation,,TTP,MIGHTY WING,Nigeria,N
Transportaciones Y Servicios Aereos,,TTR,TRANSPORTACIONES,Mexico,N
Transporte Aereo Tecnico Ejecutivo,,TTS,TECNICO,Mexico,N
Turkmenistan Airlines,T5,TUA,TURKMENISTAN,Turkmenistan,Y
Turismo Aereo de Chile,,TUC,TURICHILE,Chile,N
Tuninter,UG,TUI,,Tunisia,Y
Tulpar Air,,TUL,URSAL,Russia,N
Tyumenspecavia,,TUM,TUMTEL,Russia,N
Taxi Aereo Turistico,,TUO,TURISTICO,Mexico,N
Tulpar Air Service,,TUX,TULPA,Kazakhstan,N
Tuna Aero,,TUZ,TUNA,Sweden,N
Trans America Airlines,,TVA,TRANS-AMERICA,United States,N
Trabajos Aereos Vascongados,,TVH,TRAVASA,Spain,N
Tiramavia,,TVI,TIRAMAVIA,Moldova,N
Travel Service,,TVL,TRAVEL SERVICE,Hungary,N
Transavio,,TVO,TRANS-BALLERIO,Italy,N
Tavrey Airlines,T6,TVR,TAVREY,Ukraine,N
Travel Service,QS,TVS,SKYTRAVEL,Czech Republic,Y
Trans World Airlines,TW,TWA,TWA,United States,N
Transwede Airways,,TWE,TRANSWEDE,Sweden,N
Twinjet Aircraft Sales,,TWJ,,United Kingdom,N
Tradewinds Aviation,,TWL,TRADEWINDS CANADA,Canada,N
Transairways,,TWM,,Mozambique,N
Twente Airlines,,TWO,COLIBRI,Netherlands,N
Trans Air Welwitchia,,TWW,WELWITCHIA,Angola,N
Texair Charter,,TXA,OKAY AIR,United States,N
Transaviaexport,AL,TXC,TRANSEXPORT,Belarus,N
Transilvania Express,,TXE,TRANSAIR EXPRESS,Romania,N
Taxi Aereo Cozatl,,TXL,TAXI COZATL,Mexico,N
Taxi Aereo de Mexico,,TXM,TAXIMEX,Mexico,N
Texas National Airlines,,TXN,TEXAS NATIONAL,United States,N
Taxis Aereos de Sinaloa,,TXO,TAXIS SINALOA,Mexico,N
Taxirey,,TXR,TAXIREY,Mexico,N
Texas Airlines,,TXS,TEXAIR,United States,N
Texas Air Charters,,TXT,TEXAS CHARTER,United States,N
Tex Star Air Freight,,TXZ,TEX STAR,United States,N
Tayflite,,TYF,TAYFLITE,United Kingdom,N
Trygg-Flyg,,TYG,TRYGG,Sweden,N
Tyrol Air Ambulance,,TYW,TYROL AMBULANCE,Austria,N
Transporte Aereo Ernesto Saenz,,TZE,TRANSPORTE SAENZ,Mexico,N
Tajikstan,,TZK,TAJIKSTAN,Tajikistan,N
Thyssen Krupp AG,,BLI,BLUELINE,Germany,N
TUIfly Nordic,6B,BLX,BLUESCAN,Sweden,Y
Transportes Aereos Bolivianos,,BOL,BOL,Bolivia,N
Tiphook PLC,,BOX,BOX,United Kingdom,N
Top Flight Air Service,,CHE,CHECK AIR,United States,N
Trans America,,CLR,CLINTON AIRWAYS,United States,N
Triple Alpha,,CLU,CAROLUS,Germany,N
Tashkent Aircraft Production Corporation,,CTP,CORTAS,Uzbekistan,N
Texas Airways,,CWT,TEXAS AIRWAYS,United States,N
Transportes Aereos Don Carlos,,DCL,DON CARLOS,Chile,N
Telnic Limited,,DOT,DOT TEL,United Kingdom,N
Triton Airlines,,DRC,TRITON AIR,Canada,N
TAAG Angola Airlines,DT,DTA,DTA,Angola,Y
Tassili Airlines,SF,DTH,TASSILI AIR,Algeria,N
Transporte Ejecutivo Aereo,,EAR,EJECUTIVO-AEREO,Mexico,N
Transportes Aereos Nacionales De Selva Tans,,ELV,AEREOS SELVA,Peru,N
TAG Farnborough Airport,,FBO,,United Kingdom,N
Transaviaservice,,FNV,TRANSAVIASERVICE,Georgia,N
TAG Aviation,,FPG,TAG AVIATION,Switzerland,N
The 955 Preservation Group,,GFN,GRIFFON,United Kingdom,N
Trans-Air-Link,,GJB,SKY TRUCK,United States,N
Tradewind Aviation,,GPD,GOODSPEED,United States,N
Trail Lake Flying Service,,HBA,HARBOR AIR,United States,N
TAF Helicopters,,HET,HELITAF,Spain,N
Tango Bravo,,HTO,HELI TANGO,France,N
Turkish Air Force,,HVK,TURKISH AIRFORCE,Turkey,Y
Thryluthjonustan,,IHS,,Iceland,N
TA-Air Airline,,IRF,TA-AIR,Iran,N
Tara Air Line,,IRR,TARAIR,Iran,N
Trading Air Cargo,,JCH,TRADING CARGO,Mauritania,N
Trans-Kiev,,KCA,TRANS-KIEV,Ukraine,N
Tal Air Charters,,JEL,JETEL,Canada,N
Transcontinental Airlines,,KRA,REGATA,Kazakhstan,N
Transaviabaltika,,KTB,TRANSBALTIKA,Lithuania,N
Transair-Gyraintiee,,KTS,KOTAIR,Russia,N
TAM Mercosur,PZ,LAP,PARAGUAYA,Paraguay,Y
The Lancair Company,,LCC,LANCAIR,United States,N
The Army Aviation Heritage Foundation,,LEG,LEGACY,United States,N
Top Sky International,,LKW,TOPINTER,Indonesia,N
Trans States Airlines,AX,LOF,WATERSKI,United States,Y
Trans Atlantis,,LTA,LANTRA,Canada,N
Transportacion Aerea Del Mar De Cortes,,MCT,TRANS CORTES,Mexico,N
Transporte Aero MGM,,MGM,AERO EMM-GEE-EMM,Mexico,N
Tigerfly,,MOH,MOTH,United Kingdom,N
Transportes Aereos Amparo,,MPO,AMPARO,Mexico,N
Trans Air,,MUI,MAUI,United States,N
Transportes Aereos Mexiquenses,,MXQ,MEXIQUENSES,Mexico,N
Travelsky Technology,1E,,,China,N
Thalys,2H,,,Belgium,N
TNT International Aviation,,NTR,NITRO,United Kingdom,N
Open Skies Consultative Commission,1L,OSY,OPEN SKIES,United States,N
Trans-Pacific Orient Airways,,PCW,PACIFIC ORIENT,Philippines,N
Tauranga Aer Club,,PGS,,New Zealand,N
TSSKB-Progress,,PSS,PROGRESS,Russia,N
Trans World Express,,RBD,RED BIRD,United States,N
Trans Reco,,REC,TRANS-RECO,Mauritania,N
Tas Aviation,,RMS,TASS AIR,United States,N
Tarom,RO,ROT,TAROM,Romania,Y
Transportes Aereos I.R. Crusoe,,ROU,ROBINSON CRUSOE,Chile,N
Transportes Aereos Sierra,,RRT,SIERRA ALTA,Mexico,N
Tbilisi Aviation University,,RRY,AIRFERRY,Georgia,N
Trans Am Compania,,RTM,AERO TRANSAM,Ecuador,N
Trans Sahara Air,,SBJ,TRANS SAHARA,Nigeria,N
Transportes Aereos Sierra Madre,,SEI,TRANSPORTE SIERRA,Mexico,N
Trans Asian Airlines,,SRT,TRASER,Kazakhstan,N
Turan Air,3T,URN,TURAN,Azerbaijan,Y
TRIP Linhas A,8R,TIB,TRIP,Brazil,Y
Tusheti,,USB,TUSHETI,Georgia,N
TAPC Aviatrans Aircompany,,UTM,AVIATAPS,Uzbekistan,N
Trans-Ulgii,,UTN,TRANS-ULGII,Mongolia,N
Transarabian Transportation Services,,UTT,ARABIAN TRANSPORT,Uganda,N
Transaven,,VEN,TRANSAVEN AIRLINE,Venezuela,N
Tag Aviation UK,,VIP,SOVEREIGN,United Kingdom,N
Tbilaviamsheni,,VNZ,TBILAVIA,Georgia,N
Taxi de Veracruz,,VRC,VERACRUZ,Mexico,N
Travel Express Aviation Services,,XAR,TRAVEL EXPRESS,Indonesia,N
Taxi Aero Del Norte,,XNR,TAXI NORTE,Mexico,N
Transports et Travaux A,OF,,,,N
USAF Air Mobility Operations Control Center,,DOD,,United States,N
U.S. Department of the Interior,,DOI,INTERIOR,United States,N
United Kingdom Civil Aviation Authority,,EXM,EXAM,United Kingdom,N
Union des Transports Africains de Guinee,,GIH,TRANSPORT AFRICAIN,Guinea,N
US Army Parachute Team,,GKA,GOLDEN KNIGHTS,United States,N
USA3000 Airlines,U5,GWY,GETAWAY,United States,Y
United Arabian Airlines,,UAB,UNITED ARABIAN,Sudan,N
United Airlines,UA,UAL,UNITED,United States,Y
United Air Charters,,UAC,UNITAIR,Zimbabwe,Y
United Carriers Systems,,UCS,UNITED CARRIERS,United States,N
United Eagle Airlines,,UEA,UNITED EAGLE,China,N
United Feeder Service,U2,,,United States,N
United Kingdom Civil Aviation Authority,,CFU,MINAIR,United Kingdom,N
United Kingdom Royal VIP Flights,,KRF,KITTYHAWK,United Kingdom,N
United Kingdom Royal VIP Flight,,KRH,SPARROWHAWK,United Kingdom,N
United Kingdom Civil Aviation Authority,,SDS,STANDARDS,United Kingdom,N
United Kingdom Royal VIP Flights,,TQF,RAINBOW,United Kingdom,N
United States Coast Guard Auxiliary,,CGX,COASTGUARD AUXAIR,United States,N
United States Department Of Agriculture,,AGR,AGRICULTURE,United States,N
University Air Squadron,,UAD,,United Kingdom,N
University Air Squadron,,UAJ,,United Kingdom,N
University Air Squadron,,UAA,,United Kingdom,N
University Air Squadron,,UAH,,United Kingdom,N
Universal Avia,,HBU,KHARKIV UNIVERSAL,Ukraine,N
UK HEMS,,HLE,HELIMED,United Kingdom,N
USA Jet Airlines,U7,JUS,JET USA,United States,N
Unijet,,LEA,LEADAIR,France,N
US Marshals Service,,MSH,MARSHALAIR,United States,N
University of North Dakota,,NDU,SIOUX,United States,N
Universal Airlines,,PNA,PACIFIC NORTHERN,United States,N
Uganda Royal Airways,,RAU,UGANDA ROYAL,Uganda,N
United Aviation Services,,SAU,UNISERVE,Spain,N
Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia,Y
Ukraine Transavia,,TRB,KIROVTRANS,Ukraine,N
United Arab Emirates Air Force,,UAF,UNIFORCE,United Arab Emirates,N
Union Africaine des Transports,,UAI,UNAIR,Ivory Coast,N
Uganda Air Cargo,,UCC,UGANDA CARGO,Uganda,N
US Airports Air Charter,,UCH,US CHARTER,United States,N
Ucoaviacion,,UCO,UCOAVIACION,Spain,N
Ues-Avia Aircompany,,UES,AVIASYSTEM,Ukraine,N
UFS,,UFS,FEEDER EXPRESS,United States,N
Uganda Airlines,,UGA,UGANDA,Uganda,N
Urgemer Canarias,,UGC,URGEMER,Spain,N
Ukrainian Helicopters,,UHL,UKRAINE COPTERS,Ukraine,N
Ulyanovsk Higher Civil Aviation School,,UHS,PILOT AIR,Russia,N
Universal Jet Rental de Mexico,,UJR,UNIVERSAL JET,Mexico,N
Universal Jet Aviation,,UJT,UNI-JET,United States,N
UK International Airlines,,UKI,KHALIQ,United Kingdom,N
Ukraine Air Alliance,,UKL,UKRAINE ALLIANCE,Ukraine,N
UM Airlines,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
Ukraine Air Enterprise,,UKN,ENTERPRISE UKRAINE,Ukraine,N
United Kingdom Home Office,,UKP,POLICE,United Kingdom,N
Ukrainian Cargo Airways,6Z,UKS,CARGOTRANS,Ukraine,N
Ultrair,,ULT,ULTRAIR,United States,N
Unitemp-M,,UMS,TOPAZ,Russia,N
Uni-Fly,,UNC,UNICOPTER,Denmark,N
Union Flights,,UNF,UNION FLIGHTS,United States,N
Universal Jet,,UNJ,PROJET,Spain,N
Unsped Paket Servisi,,UNS,UNSPED,Turkey,N
Unifly Servizi Aerei,,UNU,UNIEURO,Italy,N
Ukrainian Pilot School,,UPL,PILOT SCHOOL,Ukraine,N
United Parcel Service,5X,UPS,UPS,United States,N
Uraiavia,,URV,URAI,Russia,N
US Airways,US,USA,U S AIR,United States,Y
US Check Airlines,,USC,STAR CHECK,United States,N
USAfrica Airways,,USF,AFRICA EXPRESS,United States,N
US Helicopter,,USH,US-HELI,United States,Y
US Jet,,USJ,USJET,United States,N
US Express,,USX,AIR EXPRESS,United States,N
UTair Aviation,UT,UTA,UTAIR,Russia,Y
UTAGE,,UTG,UTAGE,Equatorial Guinea,N
Utair South Africa,,UTR,AIRUT,South Africa,N
Ukrainian State Air Traffic Service Enterprise,,UTS,AIRRUH,Ukraine,N
Urartu-Air,,UTU,,Armenia,N
Universal Airways,,UVA,UNIVERSAL,United States,N
Universal Airlines,,UVG,GUYANA JET,Guyana,N
Uvavemex,,UVM,UVAVEMEX,Mexico,N
United States Air Force,,AIO,AIR CHIEF,United States,Y
United Aviation,,UVN,UNITED AVIATION,Kuwait,N
Uzbekistan Airways,HY,UZB,UZBEK,Uzbekistan,Y
Ukraine International Airlines,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
Universal Airlines,,WEC,AIRGO,United States,N
US Helicopter Corporation,UH,,,United States,Y
V Australia Airlines,VA,VAU,KANGA,Australia,N
V Bird Airlines Netherlands,,VBA,VEEBEE,Netherlands,N
V-avia Airline,,WIW,VEE-AVIA,Ukraine,N
V-Berd-Avia,,VBD,VEEBIRD-AVIA,Armenia,N
Vacationair,,VAC,VACATIONAIR,Canada,N
Valair AG (Helicoptere),,RDW,ROADWATCH,Switzerland,N
Valan International Cargo Charter,,VLA,NALAU,South Africa,N
Valan Limited,,VLN,VALAN,Moldova,N
Valfell-Verkflug,,EHR,ROTOR,Iceland,N
Valuair,VF,VLU,VALUAIR,Singapore,Y
Van Air Europe,,VAA,EUROVAN,Czech Republic,N
Vanguardia en Aviacion en Colima,,VGC,VANGUARDIA COLIMA,Mexico,N
Vanguard Airlines,,VGD,VANGUARD AIR,United States,N
Vasco Air,,VFC,VASCO AIR,Vietnam,Y
Vega,,VAG,SEGA,Kazakhstan,N
Vega Air Company,,WGA,WEGA FRANKO,Ukraine,N
Veles,,WEL, Ukrainian Aviation Company,VELES,N
Verataxis,,VTX,VERATAXIS,Mexico,N
Veritair Ltd,,BTP,NET RAIL,United Kingdom,N
Voyageur Airways,VC,VAL,VOYAGEUR,Canada,N
Vernicos Aviation,,GRV,NIGHT RIDER,Greece,N
Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam,Y
Vozdushnaya Academy,,KWA,VOZAIR,Kazakhstan,N
VIM Airlines,NN,MOV,MOV AIR,Russia,Y
VIM-Aviaservice,,MVY,,Russia,N
VIA Rail Canada,2R,,,Canada,N
Victoria Aviation,,ENV,ENDEAVOUR,United Kingdom,N
Viscount Air Service,,VCT,VISCOUNT AIR,United States,N
Vision Airlines,,SSI,SUPER JET,Nigeria,N
VIP Air Charter,,FXF,FOX FLIGHT,United States,N
VIP Avia,,PAV,NICOL,Kazakhstan,N
VIP Avia,,PRX,PAREX,Latvia,N
Visionair,,VAT,VISIONAIR,Ireland,N
Viasa,VA,,,Venezuela,N
VICA - Viacao Charter Aereos,,VCA,VICA,Brazil,N
Volare Air Charter Company,,VCM,CARMEN,United States,N
Volaris,Y4,VOI,VOLARIS,Mexico,Y
Volga-Dnepr Airlines,VI,VDA,VOLGA-DNEPR,Russia,Y
Vega Airlines,,VEA,VEGA AIRLINES,Bulgaria,N
Venescar Internacional,,VEC,VECAR,Venezuela,N
Victor Echo,,VEE,VICTOR ECHO,Spain,N
Virgin Express Ireland,,VEI,GREEN ISLE,Ireland,N
Virgin America,VX,VRD,REDWOOD,United States,Y
Vieques Air Link,,VES,VIEQUES,United States,N
Virgin Express,TV,VEX,VIRGIN EXPRESS,Belgium,Y
VZ Flights,,VFT,ZETA FLIGHTS,Mexico,N
Virgin Nigeria Airways,VK,VGN,VIRGIN NIGERIA,Nigeria,Y
Vologda State Air Enterprise,,VGV,VOLOGDA AIR,Russia,N
VH-Air Industrie,,VHA,AIR V-H,Angola,N
VHM Schul-und-Charterflug,,VHM,EARLY BIRD,Germany,N
Vibroair Flugservice,,VIB,VITUS,Germany,N
VIP Servicios Aereos Ejecutivos,,VIC,VIP-EJECUTIVO,Mexico,N
VIP Empresarial,,VIE,VIP EMPRESARIAL,Mexico,N
VIF Luftahrt,,VIF,VIENNA FLIGHT,Austria,N
Vega Aviation,,VIG,VEGA AVIATION,Sudan,N
Vichi,,VIH,VICHI,Moldova,N
Viking Airlines,,VIK,SWEDJET,Sweden,N
Vinair - Helicoptereos,,VIN,VINAIR,Portugal,N
Virgin Atlantic Airways,VS,VIR,VIRGIN,United Kingdom,Y
Viajes Ejecutivos Mexicanos,,VJM,VIAJES MEXICANOS,Mexico,N
Vistajet,,VJT,VISTA,Canada,N
Viva Macau,ZG,VVM,JACKPOT,Macao,Y
Volare Airlines,VE,VLE,VOLA,Italy,Y
Vueling Airlines,VY,VLG,VUELING,Spain,Y
Vladivostok Air,XF,VLK,VLADAIR,Russia,Y
Varig Log,LC,VLO,VELOG,Brazil,Y
Vertical-T Air Company,,VLT,VERTICAL,Russia,N
Vero Monmouth Airlines,,VMA,VERO MONMOUTH,United States,N
Vipport Joint Stock Company,,VNK,,Russia,N
Viaggio Air,VM,VOA,VIAGGIO,Bulgaria,N
Voyager Airlines,,VOG,VOYAGER AIR,Bangladesh,N
Virgin Australia,VA,VOZ,VIRGIN,Australia,Y
Virgin Blue,DJ,VBI,BLUEY,Australia,N
VIP Air,,VPA,VIP TAXI,Slovakia,N
Veteran Air,,VPB,VETERAN,Ukraine,N
VIP-Avia,,VPV,VIP AVIA,Georgia,N
Vertair,,VRA,VERITAIR,United Kingdom,N
Volare Airlines,,VRE,UKRAINE VOLARE,Ukraine,N
Voar Lda,,VRL,VOAR LINHAS,Angola,N
VRG Linhas Aereas,RG,VRN,VARIG,Brazil,Y
Vickers Limited,,VSB,VICKERS,United Kingdom,N
Visig Operaciones Aereas,,VSG,VISIG,Spain,N
Vision Airways Corporation,,VSN,VISION,Canada,N
Voronezh Aircraft Manufacturing Society,,VSO,VASO,Russia,N
VASP,VP,VSP,VASP,Brazil,Y
Virign Islands Seaplane Shuttle,,VSS,WATERBIRD,United States,N
Vuelos Especializados Tollocan,,VTC,VUELOS TOLLOCAN,Mexico,N
Vuelos Corporativos de Tehuacan,,VTH,VUELOS TEHUACAN,Mexico,N
Vostok Airlines,,VTK,VOSTOK,Russia,N
Victor Tagle Larrain,,VTL,VITALA,Chile,N
Vointeh,,VTV,VOINTEH,Bulgaria,N
Vuelos Internos Privados VIP,,VUR,VIPEC,Ecuador,N
Vuela Bus,,VUS,VUELA BUS,Mexico,N
Vzlyet,,VZL,VZLYET,Russia,N
VLM Airlines,VG,VLM,RUBENS,Belgium,Y
Viking Express,,WCY,TITAN AIR,United States,N
Victoria International Airways,,WEV,VICTORIA UGANDA,Uganda,N
Volga Aviaexpress,,WLG,GOUMRAK,Russia,N
WDL Aviation,,WDL,WDL,Germany,N
WRA Inc,,WRR,WRAP AIR,United States,N
WSI Corporation,,XWS,,United States,N
Walmart Aviation,,CGG,CHARGE,United States,N
Walsten Air Services,,WAS,WALSTEN,Canada,N
Walter I Linkoping,,GOT,GOTHIC,Sweden,N
Wapiti Aviation,,WPT,WAPITI,Canada,N
Warbelow's Air Ventures,,WAV,WARBELOW,United States,N
Warwickshire Aerocentre Ltd.,,ATX,AIRTAX,United Kingdom,N
Wasaya Airways,,WSG,WASAYA,Canada,N
Wayraper,7W,,WAYRAPER,Peru,Y
Weasua Air Transport Company,,WTC,WATCO,Liberia,N
WebJet Linhas A,WJ,WEB,WEB-BRASIL,Brazil,Y
Welch Aviation,,TDB,THUNDER BAY,United States,N
Welcome Air,2W,WLC,WELCOMEAIR,Austria,Y
Wermlandsflyg AB,,BLW,BLUESTAR,Sweden,N
West Africa Airlines,,WCB,KILO YANKEE,Ghana,N
West African Air Transport,,WTF,WESTAF AIRTRANS,Senegal,N
West African Airlines,,WSF,,Benin,N
West African Cargo Airlines,,WAC,WESTAF CARGO,Mauritania,N
West Air Luxembourg,,WLX,WEST LUX,Luxembourg,N
West Air Sweden,PT,SWN,AIR SWEDEN,Sweden,N
West Caribbean Airways,,WCW,,Colombia,N
West Caribbean Costa Rica,,WCR,WEST CARIBBEAN,Costa Rica,N
West Coast Air,8O,,,Canada,Y
West Coast Airlines,,WCG,WHISKY INDIA,Ghana,N
West Coast Airways,,WCA,WEST-LEONE,Sierra Leone,N
West Freugh DTEO,,TEE,TEEBIRD,United Kingdom,N
West Wind Aviation,,WEW,WESTWIND,Canada,N
WestJet,WS,WJA,WESTJET,Canada,Y
Westair Aviation,,WAA,WESTAIR WINGS,Namibia,N
Westair Cargo Airlines,,WSC,WESTCAR,Cote d'Ivoire,N
Westair Industries,,PCM,PAC VALLEY,United States,N
Westcoast Energy,,BLK,BLUE FLAME,Canada,N
Western Air,,WST,WESTERN BAHAMAS,Bahamas,N
Western Air Couriers,,NPC,NORPAC,United States,N
Western Air Express,,WAE,WESTERN EXPRESS,United States,N
Western Airlines,WA,WAL,WESTERN,United States,Y
Western Arctic Air,,WAL,WESTERN ARCTIC,Canada,N
Western Aviators,,WTV,WESTAVIA,United States,N
Western Express Air Lines,,WES,WEST EX,Canada,N
Western Pacific Airlines,,KMR,KOMSTAR,United States,N
Western Pacific Airservice,,WPA,WESTPAC,Solomon Islands,N
Westflight Aviation,,WSL,WEST LINE,United Kingdom,N
Westgates Airlines,,WSA,WESTATES,United States,N
Westland Helicopters,,WHE,WESTLAND,United Kingdom,N
Westpoint Air,,WTP,WESTPOINT,Canada,N
Westward Airways,CN,WWD,WESTWARD,United States,N
White,,WHT,YOUNG SKY,Portugal,N
White Eagle Aviation,,WEA,WHITE EAGLE,Poland,N
White River Air Services,,WRA,,Canada,N
Whyalla Airlines,,WWL,,Australia,N
Widerøe,WF,WIF,WIDEROE,Norway,Y
Wiggins Airways,,WIG,WIGGINS AIRWAYS,United States,N
Wiking Helikopter Service,,WHS,WEEKING,Germany,N
Wilbur's Flight Operations,,WFO,WILBURS,United States,N
Williams Air,,WLS,WILLIAMS AIR,United States,N
Williams Grand Prix Engineering,,WGP,GRAND PRIX,United Kingdom,N
Wimbi Dira Airways,,WDA,WIMBI DIRA,Democratic Republic of Congo,N
Winair,,WNA,WINAIR,United States,N
Wind Jet,IV,JET,GHIBLI,Italy,Y
Wind Spirit Air,,WSI,WIND SPIRIT,United States,N
Windrose Air,,QGA,QUADRIGA,Germany,N
Windward Islands Airways International,,WIA,WINDWARD,Netherland,N
Wings Air,IW,WON,WINGS ABADI,Indonesia,Y
Wings Air Transport,,WAT,,Sudan,N
Wings Airways,,WAW,WING SHUTTLE,United States,N
Wings Aviation,,WOL,WINGJET,Guyana,N
Wings Express,,WEX,WINGS EXPRESS,United States,N
Wings of Alaska,K5,WAK,WINGS ALASKA,United States,N
Wings of Lebanon Aviation,,WLB,WING LEBANON,Lebanon,N
Winlink,,WIN,WINLINK,Saint Lucia,N
Wisconsin Air National Guard,,WAG,,United States,N
Wisman Aviation,,WSM,WISMAN,United States,N
Wizz Air,W6,WZZ,WIZZ AIR,Hungary,Y
Wizz Air Hungary,8Z,WVL,WIZZBUL,Bulgaria,Y
Wondair on Demand Aviation,,WNR,WONDAIR,Spain,N
Woodgate Executive Air Charter,,CWY,CAUSEWAY,United Kingdom,N
World Airways,WO,WOA,WORLD,United States,Y
World Weatherwatch,,XWW,,Canada,N
World Wing Aviation,,WWM,MANAS WING,Kyrgyzstan,N
Worldspan,1P,,,United States,N
Worldwide Air Charter Systems,,CSW,CHARTER SYSTEMS,Canada,N
Worldwide Aviation Services,,WWS,,Pakistan,N
Worldwide Jet Charter,,WWI,WORLDWIDE,United States,N
Wright Air Lines,,WRT,WRIGHT-AIR,United States,N
Wright Air Service,8V,WRF,WRIGHT FLYER,United States,N
Wuhan Airlines,,CWU,WUHAN AIR,China,N
Wycombe Air Centre,,WYC,WYCOMBE,United Kingdom,N
Wyoming Airlines,,WYG,WYOMING,United States,N
XL Airways France,SE,SEU,STARWAY,France,Y
XP Internation,,XPS,XP PARCEL,Netherlands,N
Xabre Aerolineas,,XAB,AERO XABRE,Mexico,N
Xclusive Jet Charter Limited,,XJC,EXCLUSIVE JET,United Kingdom,N
Xerox Corporation,,XER,XEROX,United States,N
Xiamen Airlines,MF,CXA,XIAMEN AIR,China,Y
Xinjiang Airlines,,CXJ,XINJIANG,China,N
Xjet Limited,,XJT,XRAY,United Kingdom,N
Xtra Airways,XP,CXP,RUBY MOUNTAIN,United States,N
Yak-Service,,AKY,YAK-SERVICE,Russia,N
Yakolev,,YAK,YAK AVIA,Russia,N
Yamal Airlines,YL,LLM,YAMAL,Russia,Y
Yana Airlines,,CYG,VICAIR,Cambodia,N
Yangtze River Express,Y8,YZR,YANGTZE RIVER,China,N
Yellow Wings Air Services,,ELW,YELLOW WINGS,Kenya,N
Yemenia,IY,IYE,YEMENI,Yemen,Y
Yerevan-Avia,,ERV,YEREVAN-AVIA,Armenia,N
Young Flying Service,,YFS,YOUNG AIR,United States,N
Yuhi Air Lines,,AYU,,Japan,N
Yuzhnaya Aircompany,,UGN,PLUTON,Kazakhstan,N
Yuzhmashavia,,UMK,YUZMASH,Ukraine,Y
